"STATION","DATE","HN01","LN01","PRCP","TAVG"
"USC00293142","2021","87","23","6.02","53.2"
"USC00293142","2022","84","23","9.14","55.3"
"USC00349282","2014","84","32",,"61.8"
"USC00349282","2015","84","32","42.01",
"USC00349282","2016","86","30","34.93",
"USC00349282","2017","86","30","38.65","63.5"
"USC00349282","2018","84","25","36.65","62.5"
"USC00349282","2019","85","33","31.37","62.0"
"USC00349282","2020","83","35","41.73","62.7"
"USC00349282","2021",,,,"62.3"
"USC00349282","2022","87","26",,"63.2"
"USW00014607","2014","73","29","46.33","40.2"
"USW00014607","2015","75","29","36.19","40.1"
"USW00014607","2016",,,"44.00","42.0"
"USW00014607","2017",,,"43.06","41.5"
"USW00014607","2018",,,"41.06","40.8"
"USW00014607","2019",,,"41.59","39.7"
"USW00014607","2020",,,"35.85","42.6"
"USW00014607","2021",,,"37.06","43.5"
"USW00014607","2022",,,"45.25","41.8"
"USC00298713","2014","86","33","17.58","58.1"
"USC00298713","2015","84","33","24.31","58.2"
"USC00298713","2016",,,,
"USC00298713","2018",,,"11.48",
"USC00298713","2019",,,"16.36",
"USC00298713","2020",,,"5.61",
"USC00142980","2014","77","28","23.30","53.5"
"USC00142980","2015","76","34","23.38","55.9"
"USC00142980","2016","76","35","17.73","56.1"
"USC00142980","2017","77","35","20.37","55.8"
"USC00142980","2018","81","34","25.33","54.2"
"USC00142980","2019","77","36","17.49","53.3"
"USC00142980","2020","79","36","15.07","55.4"
"USC00142980","2021","80","35","16.34","55.6"
"USC00142980","2022","81","32","9.46","54.2"
"USC00368361","2014",,,"50.70","44.9"
"USC00368361","2015",,,"43.54","46.6"
"USC00368361","2016",,,"44.90","49.0"
"USC00368361","2017",,,"47.29","48.9"
"USC00368361","2018",,,"54.65","47.7"
"USC00368361","2019",,,"51.04","47.7"
"USC00368361","2020","77","32","46.73","49.0"
"USC00368361","2021",,,"45.56","49.7"
"USC00368361","2022",,,"49.41","48.2"
"USC00201486","2014","68","31","41.37","37.4"
"USC00201486","2015","70","30","33.69","41.4"
"USC00201486","2016","72","29","41.24","43.7"
"USC00201486","2017","70","29","47.70","41.8"
"USC00201486","2018","71","28","39.61","40.7"
"USC00201486","2019","71","30","42.33","39.7"
"USC00201486","2020","73","29","40.20","42.2"
"USC00201486","2021","74","30","30.04","43.8"
"USC00201486","2022","70","25","38.55","40.6"
"USC00226308","2014",,,"61.98","61.8"
"USC00226308","2015",,,"63.31",
"USC00226308","2016",,,"50.94","65.7"
"USC00226308","2017",,,"60.01","66.0"
"USC00226308","2018",,,,
"USC00226308","2022",,,"59.97","64.1"
"USC00338810","2014",,,,
"USC00338810","2015",,,"49.71","52.9"
"USC00338810","2016",,,"36.09",
"USC00338810","2017",,,"45.22","53.9"
"USC00338810","2018",,,,
"USC00338810","2019",,,,
"USC00338810","2020","85","33","49.30","54.2"
"USC00338810","2021",,,,
"USC00348879","2014","87","32",,"61.7"
"USC00348879","2015","86","33","38.37","63.0"
"USC00348879","2016","87","33","33.82","63.9"
"USC00348879","2017","87","32","31.08","63.5"
"USC00348879","2018",,,"24.40","62.9"
"USC00348879","2019","88","33","26.66","62.1"
"USC00348879","2020","87","35","30.02","62.6"
"USC00348879","2021","85","31",,"62.4"
"USC00348879","2022","92","31",,"63.3"
"USC00456789","2014",,,"20.89","49.4"
"USC00456789","2015",,,"19.33","51.3"
"USC00456789","2016",,,"21.78","49.7"
"USC00456789","2017",,,"25.65","48.1"
"USC00456789","2018",,,"19.78",
"USC00456789","2019",,,"17.83","47.2"
"USC00456789","2020",,,"22.48","49.1"
"USC00456789","2021",,,"17.54","49.9"
"USC00456789","2022",,,"25.58","47.9"
"USC00419361","2014",,,"29.62",
"USC00419361","2015",,,"51.42",
"USC00419361","2016",,,,
"USC00419361","2017","92","60","45.52","72.4"
"USC00419361","2018",,,"35.13",
"USC00419361","2019",,,"23.93",
"USC00419361","2020",,,"30.13","71.8"
"USC00419361","2021",,,,
"USC00417183","2014",,,"30.54","70.3"
"USC00417183","2015",,,,
"USC00126830","2014","77","14","42.21","49.2"
"USC00126830","2015","78","21","44.74","52.7"
"USC00126830","2016","80","28","43.28","54.9"
"USC00126830","2017","80","29","36.31","54.5"
"USC00126830","2018","81","30","42.78","52.1"
"USC00126830","2019","83","16","38.28","51.7"
"USC00126830","2020","83","30","37.04","52.8"
"USC00126830","2021","83","23","44.31","53.3"
"USC00126830","2022","81","25","33.35",
"USC00343628","2015","81","28","29.06","56.3"
"USC00343628","2016","83","23","15.93","56.9"
"USC00343628","2017",,,"17.93",
"USC00343628","2018","78","22","23.17","55.6"
"USC00343628","2019","89","27","19.74","54.8"
"USC00343628","2020",,,"17.97",
"USC00343628","2021","80","26","14.68","57.5"
"USC00386114","2014","80","24","56.01","61.3"
"USC00386114","2015","81","25","60.77","63.5"
"USC00386114","2016","82","27","70.88","63.0"
"USC00386114","2017","78","25","53.21","63.1"
"USC00386114","2018","77","19","62.55","62.5"
"USC00386114","2019","77","29","49.75","63.1"
"USC00386114","2020","78","28","79.17","62.9"
"USC00386114","2021","76","30","49.30","62.0"
"USC00386114","2022","78","26","51.03","62.0"
"USC00346332","2015","86","33","54.44",
"USC00346332","2016","87","32","27.84",
"USW00014743","2014",,,,
"USW00003969","2014",,,"16.19","62.7"
"USW00003969","2015",,,"44.86","63.9"
"USW00003969","2016",,,"25.06","65.9"
"USW00003969","2017",,,"24.00","67.0"
"USW00003969","2018",,,"30.95","66.2"
"USW00003969","2019",,,"22.65","66.6"
"USW00003969","2020",,,"25.47","67.6"
"USW00003969","2021",,,"23.33","66.7"
"USW00003969","2022",,,"8.92","67.7"
"USC00103932","2014",,,"12.87","51.8"
"USC00103932","2015",,,"7.82","53.0"
"USC00103932","2016",,,"10.11","52.4"
"USC00103932","2017",,,"8.96","50.8"
"USC00103932","2018",,,,
"USC00156580","2014","77","32","42.42","56.1"
"USC00156580","2015",,,"56.54","58.5"
"USC00156580","2019",,,"52.94","58.2"
"USC00341685","2014","82","31",,"59.2"
"USC00341685","2015","82","32","48.65","61.0"
"USC00341685","2016","82","24","32.95","62.7"
"USC00341685","2017",,,,"62.1"
"USC00341685","2018",,,"46.12","60.1"
"USC00341685","2019","83","31","56.78","60.2"
"USC00341685","2021","82","30",,"61.2"
"USC00341685","2022",,,,"61.4"
"USC00344950","2014",,,"17.49",
"USC00344950","2015",,,"35.70",
"USC00344950","2016",,,"28.00",
"USC00344950","2017",,,"33.14",
"USC00344950","2018",,,"35.02",
"USC00344950","2019",,,"45.33",
"USC00344950","2020",,,"29.25",
"USC00344950","2021",,,"27.81",
"USC00344950","2022",,,"21.24",
"USC00344951","2014",,,,"58.2"
"USC00344951","2015","86","32",,"59.9"
"USC00344951","2016","87","30",,"61.1"
"USC00344951","2017","86","32","33.44","60.4"
"USC00344951","2018","85","28",,"58.9"
"USC00344951","2019",,,"41.58","58.3"
"USC00344951","2020","83","34",,"59.2"
"USC00344951","2021","83","26",,"59.5"
"USC00344951","2022","87","27","19.78","59.9"
"USC00487388","2014",,,"6.80","43.0"
"USC00487388","2015",,,"5.26","46.5"
"USC00487388","2016",,,"6.64","47.0"
"USC00487388","2017",,,"7.37","44.5"
"USC00487388","2018",,,"6.92","42.0"
"USC00487388","2019",,,"10.06","40.4"
"USC00487388","2020",,,"4.70","43.9"
"USC00487388","2021",,,"3.84","45.3"
"USC00487388","2022",,,"7.77",
"USC00118740","2014",,,"45.42","49.2"
"USC00118740","2015",,,"50.20","52.4"
"USC00118740","2016",,,"40.36",
"USC00118740","2017",,,"34.80","54.3"
"USC00118740","2018",,,"46.03","52.3"
"USC00118740","2019",,,"42.31","52.0"
"USC00118740","2020",,,"42.13",
"USC00118740","2021",,,"44.70","53.5"
"USC00118740","2022",,,"35.00","51.7"
"USC00129670","2015","78","31","43.53","49.9"
"USC00129670","2016",,,"42.34","52.1"
"USC00129670","2017","79","29","45.65","51.8"
"USC00129670","2018",,,"38.63","50.2"
"USC00129670","2019",,,"44.57","49.7"
"USC00129670","2020",,,"30.76","50.8"
"USC00129670","2021","75","29","42.54","51.1"
"USC00129670","2022",,,"33.23","48.4"
"USC00461579","2014","75","20","45.82","52.6"
"USC00461579","2015","77","31","50.39","55.0"
"USC00461579","2016","78","34","48.13","56.0"
"USC00461579","2017","75","37","47.22","55.8"
"USC00461579","2018",,,,
"USC00461579","2019",,,"48.70","55.9"
"USC00461579","2020","78","36","53.71","55.4"
"USC00461579","2021","75","34","43.96","55.0"
"USC00461579","2022","74","30","49.61","54.2"
"USC00129430","2014","75","16","47.99","47.5"
"USC00129430","2015","75","10","45.48","50.9"
"USC00129430","2016","81","17","36.49","52.6"
"USC00129430","2017","77","21","47.60","52.3"
"USC00129430","2018","82","16","41.64","50.6"
"USC00129430","2019","81","2","36.39","50.3"
"USC00129430","2020","80","22","32.88","51.4"
"USC00129430","2021",,,,"52.5"
"USC00129430","2022",,,,"51.0"
"USC00339219","2014","75","25","41.50","49.5"
"USC00339219","2015","76","27","46.65","52.2"
"USC00339219","2016","80","28","37.58","53.8"
"USC00339219","2017","76","31","49.37","53.3"
"USC00339219","2018","79","29","51.64",
"USC00339219","2019",,,,
"USC00150397","2014","83","31","42.82","54.9"
"USC00150397","2015","83","30","59.32","57.1"
"USC00150397","2016","86","30","49.88","58.4"
"USC00150397","2017",,,,
"USC00150397","2018","88","28","66.31","57.0"
"USC00150397","2019",,,,
"USC00150397","2020","86","35","54.21","57.5"
"USC00150397","2021","87","31","59.11","57.3"
"USC00150397","2022",,,,
"USC00406977","2015",,,"50.22",
"USC00406977","2016",,,,
"USC00406977","2017",,,,
"USC00257830","2014",,,"17.77",
"USC00257830","2015",,,"24.24","50.9"
"USC00257830","2016",,,"17.16","50.7"
"USC00257830","2017",,,"17.27","50.3"
"USC00257830","2018",,,"21.43","48.6"
"USC00257830","2019",,,"27.19","47.4"
"USC00257830","2020",,,"10.52",
"USC00257830","2021",,,"15.73",
"USC00257830","2022",,,"11.36","50.9"
"USC00108137","2014",,,,
"USC00108137","2018",,,"25.14",
"USC00108137","2022",,,,"45.4"
"USC00158555","2014","81","32","47.35","55.3"
"USC00158555","2015","82","33","60.23","58.2"
"USC00158555","2016","82","36","53.94","60.0"
"USC00158555","2017","83","38","46.90","60.0"
"USC00158555","2018",,,"60.43","58.5"
"USC00158555","2019",,,"67.77","58.5"
"USC00158555","2020",,,"59.31","58.6"
"USC00158555","2021",,,"49.57","58.7"
"USC00158555","2022",,,"46.61","57.8"
"USC00222094","2014",,,"55.16",
"USC00222094","2015",,,"61.74",
"USC00222094","2016",,,"52.89",
"USC00222094","2017",,,"51.37",
"USC00411880","2014","85","51","23.38","68.4"
"USC00411880","2015","85","48","34.98","69.4"
"USC00411880","2016",,,"36.26","71.0"
"USC00411880","2017","86","54","42.19","71.4"
"USC00411880","2018","85","52","45.36","69.6"
"USC00411880","2019","84","57","26.29","70.0"
"USC00411880","2020",,,"26.99","71.4"
"USC00411880","2021",,,"48.94","70.4"
"USC00411880","2022",,,"25.09","70.1"
"USC00220585","2014","83","34","60.26","64.6"
"USC00220585","2015",,,,
"USC00220585","2016","86","38","64.19","68.0"
"USC00220585","2017","84","42","78.07","67.5"
"USC00220585","2018","84","36","70.99","67.0"
"USC00220585","2020","85","43","69.83","67.7"
"USC00220585","2021","84","30","84.81","66.8"
"USC00220585","2022","87","38","68.47","66.6"
"USC00345020","2014",,,,"60.1"
"USC00345020","2015",,,"76.70","62.5"
"USC00345020","2016","87","30","30.26","64.0"
"USC00345020","2017","81","31","36.29","63.4"
"USC00345020","2018","86","28","56.83","61.9"
"USC00345020","2019","83","33","56.35","61.7"
"USC00345020","2020",,,"41.63","62.1"
"USC00345020","2021","83","30",,"62.1"
"USC00345020","2022","87","32",,"62.4"
"USC00404561","2014","75","30","62.32","57.7"
"USC00404561","2015","91","30","57.32","60.1"
"USC00404561","2016","87","31","56.68","61.8"
"USC00404561","2017","88","32","54.74","61.8"
"USC00404561","2018","80","31","84.28","60.3"
"USC00404561","2019","79","26","76.69","61.1"
"USC00404561","2020","82","33","60.18","61.0"
"USC00404561","2021","79","31","58.70","61.0"
"USC00404561","2022","84","30","54.70","60.8"
"USC00380490","2014","76","30","44.44","63.9"
"USC00380490","2015",,,,
"USC00380490","2016",,,,
"USC00380490","2017","78","39","47.36","66.6"
"USC00380490","2018","76","29","60.73","65.5"
"USC00380490","2019","78","38","46.74","66.7"
"USC00380490","2020","79","38","49.48","66.6"
"USC00380490","2021","78","37","51.54","65.2"
"USC00355734","2014","85","34","12.44","50.5"
"USC00355734","2015",,,,
"USC00355734","2016","85","33","10.14","50.1"
"USC00355734","2017",,,,
"USC00355734","2018",,,,
"USC00355734","2019",,,"9.52","47.6"
"USC00355734","2021",,,"8.48","51.3"
"USC00355734","2022","95","26","14.01","49.6"
"USC00340010","2014","84","31",,"60.3"
"USC00340010","2015","84","31",,"61.3"
"USC00340010","2016","86","31","35.90","62.9"
"USC00340010","2017","86","34",,"62.2"
"USC00340010","2018","84","30","41.02","60.8"
"USC00340010","2019","86","33","34.75","60.6"
"USC00340010","2020","85","35","38.31","61.4"
"USC00340010","2021","82","27",,"61.2"
"USC00340010","2022","88","28",,"61.8"
"USC00409219","2014",,,,
"USC00409219","2015",,,"61.22","57.8"
"USC00409219","2016","88","32","49.02","59.5"
"USC00409219","2017","98","26","49.16","59.2"
"USC00409219","2018","92","33","61.45","57.7"
"USC00409219","2019","86","31","69.41","58.1"
"USC00409219","2020","86","35","62.10","58.3"
"USC00409219","2021","87","31","54.98","58.3"
"USC00409219","2022",,,"53.25","57.3"
"USC00087020","2014",,,"50.67","75.6"
"USC00087020","2015",,,"67.30","78.1"
"USC00087020","2016",,,"60.44","76.4"
"USC00087020","2017",,,"78.57","75.8"
"USC00087020","2018",,,"55.43","75.7"
"USC00087020","2019",,,"58.54",
"USC00087020","2020",,,"88.18","76.4"
"USC00087020","2021",,,"56.93","75.8"
"USC00087020","2022",,,"64.37","76.2"
"USC00387666","2014","82","36","46.37","62.9"
"USC00387666","2015",,,"62.03","64.6"
"USC00340810","2014","82","30",,"56.9"
"USC00340810","2015","84","29",,"59.1"
"USC00340810","2016","85","28","36.89",
"USC00340810","2017","86","30","36.10","60.2"
"USC00340810","2018","84","27","32.42","58.4"
"USC00340810","2019","84","32","48.96","58.1"
"USC00340810","2020","84","33","32.70","58.9"
"USC00340810","2021",,,,"58.9"
"USC00340810","2022","86","26",,"59.1"
"USC00102942","2014","88","28","14.28","52.4"
"USC00102942","2015","88","14","13.84","53.9"
"USC00102942","2017","88","21","16.16","50.7"
"USC00102942","2018",,,,
"USC00102942","2019","86","30","15.37","51.2"
"USC00102942","2020","83","27","15.20","51.9"
"USC00102942","2022","85","24","13.36","50.3"
"USC00119021","2014",,,"39.79",
"USC00119021","2015",,,,
"USC00119021","2016",,,"39.60",
"USC00119021","2017",,,"42.52",
"USC00119021","2018",,,"34.00",
"USC00119021","2019",,,"45.63",
"USC00012813","2014","85","34","84.24","64.7"
"USC00012813","2015","87","38","70.41","67.7"
"USC00012813","2016","87","43","62.58","67.7"
"USC00012813","2017","85","39","82.97","67.5"
"USC00012813","2018","86","37","83.95","66.6"
"USC00012813","2019","89","42","58.52","67.0"
"USC00012813","2020","88","41","72.57",
"USC00012813","2021","86","40","76.72","66.3"
"USC00012813","2022","87","40","69.04","67.4"
"USC00347570","2014","83","33",,"59.8"
"USC00242104","2014",,,,
"USC00242104","2015",,,"12.49",
"USC00242104","2016",,,"21.63","44.3"
"USC00242104","2017",,,"19.53","42.9"
"USC00242104","2018",,,"13.95","46.4"
"USC00242104","2019",,,"15.74","41.8"
"USC00242104","2020",,,"20.10","44.1"
"USC00242104","2021",,,"17.04","44.6"
"USC00242104","2022",,,"17.53","42.9"
"USC00410206","2014","87","20","25.70","62.3"
"USC00410206","2015",,,"64.03","63.6"
"USC00410206","2016",,,"48.24","64.7"
"USC00410206","2017",,,"33.96","64.8"
"USC00410206","2018",,,"36.94","63.5"
"USC00410206","2019",,,"37.81","62.6"
"USC00339312","2014","71","19","39.15","47.7"
"USC00339312","2015","73","23","40.51","50.0"
"USC00339312","2016",,,"35.34","51.8"
"USC00339312","2017",,,"44.77","51.8"
"USC00339312","2018",,,"51.69","50.7"
"USC00339312","2019",,,,
"USC00339312","2020",,,,
"USC00339312","2021",,,,
"USC00299156","2014","82","27","13.93","59.0"
"USC00299156","2015","82","27","28.07","59.2"
"USC00299156","2016",,,,
"USC00299156","2017","88","21","23.24","60.4"
"USC00299156","2018","86","26","14.11","59.4"
"USC00299156","2019","89","30","12.48","59.1"
"USC00299156","2020",,,,
"USC00299156","2021",,,"15.52","60.2"
"USC00299156","2022","88","27","10.96","59.7"
"USC00340264","2014",,,,"59.5"
"USC00340264","2015","83","31",,"60.9"
"USC00340264","2016","85","32",,"62.5"
"USC00340264","2017","84","32","39.80","61.8"
"USC00340264","2018",,,"32.97","60.6"
"USC00340264","2019","85","33","31.69","60.2"
"USC00340264","2020","82","35",,"60.9"
"USC00340264","2021","80","27",,"60.8"
"USC00340264","2022","87","27",,"61.4"
"USC00400137","2014","86","24","66.37","58.7"
"USC00400137","2015","88","29","61.45","61.3"
"USC00400137","2016","89","30","51.73","62.9"
"USC00400137","2017","84","32","63.38",
"USC00400137","2018","86","29","73.69",
"USC00400137","2019","86","34","64.80","61.9"
"USC00400137","2020","80","35","67.97","61.4"
"USC00400137","2021","91","34","57.15","61.1"
"USC00400137","2022","90","34","59.00","60.7"
"USC00342680","2014","86","32","30.83","61.8"
"USC00342680","2015","90","33",,"63.7"
"USC00342680","2016",,,"39.94","65.3"
"USC00342680","2017","87","32","42.51","64.6"
"USC00342680","2018","88","30","61.36","63.1"
"USC00342680","2019","87","34","50.03","63.0"
"USC00342680","2020","88","36","49.05","63.6"
"USC00342680","2021","88","30",,
"USC00342680","2022","90","30",,"64.1"
"USC00227560","2014",,,"54.58",
"USC00227560","2015",,,"53.46","66.9"
"USC00227560","2016",,,,
"USC00224173","2015",,,,
"USC00224173","2016",,,,
"USC00224173","2017",,,,
"USC00291963","2014","78","26","12.93","55.1"
"USC00291963","2015","78","25","31.09","55.4"
"USC00291963","2016","80","28","13.72","56.6"
"USC00291963","2017","79","27","22.20","57.0"
"USC00291963","2018","79","24","18.02","56.6"
"USC00291963","2019","78","27","24.81","56.8"
"USC00291963","2020","80","28","9.44","57.7"
"USC00291963","2021",,,,
"USC00291963","2022",,,"12.33","57.0"
"USC00457941","2014","74","26","16.70","47.3"
"USC00457941","2015","70","27","14.98","49.3"
"USC00457941","2016","66","26","20.71","47.9"
"USC00457941","2017","69","26","22.09",
"USC00457941","2018","65","24","17.70","47.1"
"USC00457941","2019","77","23","15.02","44.9"
"USC00457941","2020","76","27","16.64","47.4"
"USC00457941","2021","86","15","10.95","48.7"
"USC00457941","2022","78","26","17.11","45.7"
"USC00342207","2014",,,,
"USC00342207","2015","87","31",,"60.7"
"USC00342207","2016","88","31","31.52","62.2"
"USC00342207","2017","88","32","41.89","61.4"
"USC00342207","2018","87","29","35.77","59.2"
"USC00342207","2019","85","32",,"59.1"
"USC00342207","2020","84","34",,"60.0"
"USC00342207","2021","83","28",,"60.3"
"USC00342207","2022","88","28",,"60.5"
"USC00344860","2014","85","30",,"59.1"
"USC00344860","2015","86","29",,"60.7"
"USC00344860","2016","88","28",,"62.3"
"USC00344860","2017","89","31","35.80","61.7"
"USC00344860","2018","87","27","33.52","59.9"
"USC00344860","2019",,,,"59.7"
"USC00344860","2020",,,,"60.2"
"USC00344860","2021","85","28",,"60.5"
"USC00344860","2022","92","29",,"61.0"
"USC00340027","2014",,,,"59.8"
"USC00340027","2015","87","33","76.85","61.7"
"USC00340027","2016","88","32","34.68","63.5"
"USC00340027","2017","87","35",,"62.7"
"USC00340027","2018","89","31","58.40","61.1"
"USC00340027","2019","87","33","40.22","61.0"
"USC00340027","2020","87","36",,"61.4"
"USC00340027","2021",,,,"61.5"
"USC00340027","2022","89","32",,"62.0"
"USC00122309","2014","75","15","51.78","51.6"
"USC00122309","2015","79","29","67.44","54.6"
"USC00122309","2016","79","32","45.64","56.0"
"USC00122309","2017","78","30","55.16",
"USC00122309","2018","80","25","63.28",
"USC00122309","2019","79","33","71.49","53.6"
"USC00122309","2020","77","31","53.06","54.0"
"USC00122309","2021","76","30","53.15","54.0"
"USC00122309","2022","81","22","52.72","52.7"
"USC00412354","2015","99","34","15.92","62.1"
"USC00412354","2016","89","30","7.48","61.7"
"USC00412354","2017","86","31","6.79",
"USC00027390","2014",,,"8.10","65.4"
"USC00027390","2015",,,"11.04","65.5"
"USC00027390","2016",,,"13.16","65.4"
"USC00027390","2017",,,,
"USC00027390","2022",,,"8.41","65.6"
"USC00411267","2014","79","31","20.74","54.6"
"USC00411267","2015","79","35","38.20","56.2"
"USC00411267","2016","81","31","16.25","57.8"
"USC00411267","2017","87","32","25.64","57.3"
"USC00411267","2018","83","29","15.90","56.7"
"USC00411267","2019","82","32","25.07","55.7"
"USC00411267","2020","84","34","10.81","57.1"
"USC00411267","2021","82","30","15.05","56.8"
"USC00411267","2022","85","24","12.73","56.9"
"USC00381241","2014",,,"49.40",
"USC00381241","2015",,,,
"USC00381241","2016",,,,
"USC00381241","2017",,,,
"USC00381241","2018",,,,
"USC00381241","2019",,,,
"USC00381241","2020","82","41","62.39","65.2"
"USC00381241","2021","82","41","50.61","63.8"
"USC00381241","2022",,,"48.02",
"USC00033821","2014","81","25","48.20","59.1"
"USC00033821","2015","87","28","59.13","61.9"
"USC00033821","2016","85","28","48.89","63.5"
"USC00033821","2017",,,,
"USC00033821","2018","85","22","69.83","61.4"
"USC00033821","2019","84","22","73.96","62.2"
"USC00033821","2020",,,"53.52",
"USC00033821","2022",,,"53.00","59.7"
"USC00410613","2014",,,,"67.4"
"USC00410613","2015",,,,
"USC00410613","2016",,,"71.61","70.6"
"USC00410613","2017",,,"90.08","70.7"
"USC00410613","2018",,,"83.90","69.3"
"USC00410613","2019",,,"85.89","69.3"
"USC00410613","2020",,,"59.58","70.2"
"USC00410613","2021",,,"58.68","69.5"
"USC00410613","2022",,,"48.66","69.1"
"USC00402202","2014","74","30","66.33","55.4"
"USC00402202","2015","78","29","72.56",
"USC00402202","2016","76","30","49.81",
"USC00402202","2017",,,"70.80",
"USC00402202","2018","78","29","80.94","54.6"
"USC00402202","2019","76","28","76.41","55.8"
"USC00402202","2020",,,"72.63",
"USC00402202","2021","75","31","61.61","54.5"
"USC00402202","2022","77","30","66.76","54.0"
"USC00229173","2014",,,"58.19","59.6"
"USC00229173","2015","84","32","68.36","62.7"
"USC00229173","2016","91","35","41.26","64.6"
"USC00229173","2017",,,"47.20",
"USC00229173","2018","84","31","57.75","64.2"
"USC00405956","2014","91","23","56.83","59.3"
"USC00405956","2015","84","26","54.11","61.9"
"USC00405956","2016","91","26","61.51","63.4"
"USC00405956","2017","80","20","53.78","63.3"
"USC00405956","2018","80","20","72.04","61.2"
"USC00405956","2019","78","25","77.12","62.1"
"USC00405956","2020",,,"56.39","61.9"
"USC00405956","2021",,,"59.57","61.8"
"USC00405956","2022",,,"56.71","61.3"
"USC00343660","2014",,,,"57.3"
"USC00343660","2015","85","26",,"59.5"
"USC00343660","2016","85","26","24.44","60.9"
"USC00343660","2017","86","29",,"59.8"
"USC00343660","2018","84","27",,"58.5"
"USC00343660","2019","83","28",,"57.5"
"USC00343660","2020","83","32",,"58.5"
"USC00343660","2021","84","23",,"59.5"
"USC00343660","2022","86","16",,"59.2"
"USC00341240","2014","85","29",,"57.9"
"USC00341240","2015","86","26","32.93","59.7"
"USC00341240","2016","86","20","20.59","60.2"
"USC00341240","2017","86","26",,"59.7"
"USC00341240","2018",,,,
"USC00341240","2020","86","33",,"58.7"
"USC00341240","2021","86","30",,"59.7"
"USC00341240","2022","88","20","14.24","59.5"
"USC00347343","2014","82","32",,"58.2"
"USC00347343","2015","84","32",,
"USC00347343","2016","85","30","33.30",
"USC00347343","2017","85","31",,"60.3"
"USC00347343","2018","85","27",,"59.4"
"USC00347343","2019",,,,"58.4"
"USC00347343","2020","84","34",,"59.7"
"USC00347343","2021","83","24",,"59.7"
"USC00347343","2022",,,,"60.2"
"USC00018209","2015",,,"59.02",
"USC00018209","2016",,,"41.54",
"USC00018209","2017",,,"64.70",
"USC00018209","2018",,,,
"USC00018209","2019",,,"47.17","64.9"
"USC00018209","2020",,,,
"USC00018209","2021",,,,
"USC00018209","2022",,,"59.81",
"USC00157510","2014",,,"54.65","53.3"
"USC00157510","2015",,,"64.04",
"USC00157510","2016",,,,
"USC00349400","2014","86","34",,"62.1"
"USC00349400","2015","88","34","55.28","63.4"
"USC00349400","2016","88","32","40.66","64.7"
"USC00349400","2017","87","30","43.88","64.4"
"USC00349400","2018","88","30","43.11","63.5"
"USC00349400","2019",,,"36.83","62.9"
"USC00349400","2020","87","35","36.57","63.5"
"USC00349400","2021","85","32",,"63.2"
"USC00349400","2022","90","31",,"63.9"
"USC00349768","2014","85","29",,"58.3"
"USC00349768","2015","85","28",,"60.0"
"USC00349768","2016","86","23","19.62","61.2"
"USC00349768","2017","86","25","25.76","60.2"
"USC00349768","2018","84","27",,"59.1"
"USC00349768","2019","86","31",,"58.3"
"USC00349768","2020","85","32",,"59.6"
"USC00349768","2021","82","27",,"60.0"
"USC00349768","2022","86","23","20.12","60.0"
"USC00346139","2014",,,"20.35","56.7"
"USC00346139","2015",,,"36.39","58.9"
"USC00346139","2016",,,"26.24","59.5"
"USC00346139","2017",,,"26.44","58.9"
"USC00346139","2018",,,"35.01","57.6"
"USC00346139","2019",,,"30.38","56.5"
"USC00346139","2020",,,"21.31","58.0"
"USC00346139","2021",,,"20.17","57.2"
"USC00346139","2022",,,"20.68",
"USC00346931","2014","85","32",,
"USC00346931","2015","86","33","64.58","62.3"
"USC00346931","2016","89","32","36.36","64.1"
"USC00346931","2017",,,"40.13","63.4"
"USC00346931","2018","87","31","50.49","61.8"
"USC00346931","2019","86","34","41.59","61.4"
"USC00346931","2020","86","36",,
"USC00346931","2022","87","30",,"62.5"
"USC00381479","2014",,,"47.80","59.7"
"USC00381479","2015",,,"63.52","62.2"
"USC00381479","2016",,,"43.65","62.5"
"USC00381479","2017",,,"45.30","62.6"
"USC00381479","2018","86","38","54.43","61.4"
"USC00381479","2019","87","43","42.99","61.8"
"USC00381479","2020",,,"49.61","61.5"
"USC00381479","2021",,,"49.66","60.4"
"USC00381479","2022",,,"40.26","60.8"
"USC00346382","2014","83","31",,"60.1"
"USC00346382","2015","85","32","61.02","61.4"
"USC00346382","2016","86","31","30.35",
"USC00346382","2017","86","34","36.15","62.6"
"USC00346382","2018","86","30","43.88","60.7"
"USC00346382","2019","86","32","42.18","60.6"
"USC00346382","2020","84","35",,"61.3"
"USC00346382","2021","84","30",,"61.4"
"USC00346382","2022","89","27",,"61.8"
"USC00097087","2016",,,"35.02","65.9"
"USC00097087","2017",,,"52.58","65.5"
"USC00097087","2018",,,"58.91","65.5"
"USC00097087","2019",,,"48.72","66.8"
"USC00097087","2020",,,"61.08","66.5"
"USC00097087","2021",,,"56.35","65.6"
"USC00097087","2022",,,,
"USC00406012","2014","84","21","50.50","57.1"
"USC00406012","2015","86","27","61.31","59.8"
"USC00406012","2016","85","26","50.37",
"USC00406012","2017","90","28","54.97",
"USC00406012","2018","84","22","76.74","59.6"
"USC00406012","2019","89","30","72.80",
"USC00406012","2020","85","24","61.26","57.8"
"USC00406012","2021",,,"53.39","57.1"
"USC00406012","2022",,,"53.76",
"USC00228998","2014",,,"59.26",
"USC00228998","2015",,,,
"USC00228998","2016",,,,
"USC00228998","2017",,,,
"USC00228998","2018",,,,
"USC00228998","2019",,,,
"USC00255590","2014",,,,"47.4"
"USC00255590","2015",,,,
