"STATION","DATE","HN01","LN01","PRCP","TAVG"
"USC00304174","2019",,,"41.54","45.7"
"USC00304174","2020",,,"36.87","48.1"
"USC00304174","2021",,,"47.95","48.2"
"USC00304174","2022",,,"35.40","46.7"
"USW00013959","2014",,,"30.11","65.7"
"USW00013959","2015",,,"53.75","67.2"
"USW00013959","2016",,,"38.58","68.6"
"USW00013959","2017",,,"33.45","69.0"
"USW00013959","2018",,,"35.00","67.7"
"USW00013959","2019",,,"33.05","66.9"
"USW00013959","2020",,,"45.59","67.7"
"USW00013959","2021",,,"32.69","67.6"
"USW00013959","2022",,,"20.79","68.4"
"USW00013958","2014",,,"35.56","69.0"
"USW00013958","2015",,,"59.98","69.8"
"USW00013958","2016",,,"38.87","71.3"
"USW00013958","2017",,,"34.73","72.1"
"USW00013958","2018",,,"40.55","70.4"
"USW00013958","2019",,,"31.87","70.6"
"USW00013958","2020",,,"35.10","71.8"
"USW00013958","2021",,,"37.75","70.7"
"USW00013958","2022",,,"26.62","71.2"
"USC00034638","2014","83","28","54.31","59.8"
"USC00034638","2015","88","31","50.92","62.7"
"USC00034638","2016","88","32","58.27","63.9"
"USC00034638","2017","91","32","62.30","63.6"
"USC00034638","2018","87","29","65.94","61.9"
"USC00034638","2019","85","33","76.40","62.3"
"USC00034638","2020","86","33","68.52","62.5"
"USC00034638","2021","84","29","61.13","62.3"
"USC00034638","2022","87","34","58.46","61.6"
"USC00033428","2014","81","26","46.94","60.1"
"USC00033428","2015","92","32","78.83","62.9"
"USC00033428","2016",,,"58.60","64.1"
"USC00033428","2017","88","29","52.17","63.9"
"USC00033428","2018","89","25","69.51","62.5"
"USC00033428","2019","89","32","61.06","62.3"
"USC00033428","2020","86","32","67.54","61.5"
"USC00033428","2021",,,"54.88","62.4"
"USC00033428","2022",,,"49.38",
"USC00342849","2016","85","29",,"62.1"
"USC00342849","2017","86","30",,"61.3"
"USC00342849","2018","86","26",,"60.4"
"USC00342849","2019",,,"39.45","59.4"
"USC00342849","2020","85","33",,"61.1"
"USC00342849","2021",,,,"60.7"
"USC00342849","2022","86","28","20.72","61.3"
"USC00080945","2014",,,"62.31","73.3"
"USC00080945","2015",,,"50.58","76.1"
"USC00080945","2016",,,"67.88","74.7"
"USC00080945","2017",,,"63.91","74.9"
"USC00080945","2018",,,"50.52","74.9"
"USC00080945","2019",,,"52.70","75.4"
"USC00080945","2020",,,"61.57","76.0"
"USC00080945","2021",,,"52.46","75.1"
"USC00080945","2022",,,"62.80","75.1"
"USC00200230","2014","71","27","39.14","47.4"
"USC00200230","2015","71","24","34.98","50.1"
"USC00200230","2016","75","28","36.56","52.4"
"USC00200230","2017","72","27","40.83","51.0"
"USC00200230","2018","74","25","42.21","49.2"
"USC00200230","2019","73","22","45.48","48.6"
"USC00200230","2020","71","27","38.35","50.2"
"USC00200230","2021","71","25","48.17","50.9"
"USC00200230","2022","71","24","32.93","49.1"
"USC00094429","2014",,,,
"USC00094429","2015","84","42","42.56","67.5"
"USC00094429","2016",,,,
"USC00094429","2017",,,,
"USC00129222","2014","72","14","45.18","45.6"
"USC00129222","2015","70","11","38.61","48.6"
"USC00129222","2016","79","9","42.37","51.0"
"USC00129222","2017","72","9","42.67",
"USC00129222","2018","75","13","41.53","48.9"
"USC00129222","2019","79","7","44.41","48.7"
"USC00129222","2020","74","20","38.74","50.4"
"USC00129222","2021","73","19","40.98","50.7"
"USC00129222","2022","74","3","31.80","48.8"
"USC00391579","2014",,,"27.57","44.8"
"USC00391579","2015",,,"30.58","48.2"
"USC00391579","2016",,,"32.06","48.9"
"USC00391579","2017","78","16","29.92","48.0"
"USC00391579","2018","78","18","36.80","45.1"
"USC00391579","2019","77","20","33.58","44.4"
"USC00391579","2020","75","22","14.55","47.4"
"USC00391579","2021",,,"24.16","48.7"
"USC00391579","2022",,,"14.83","46.8"
"USC00036253","2014",,,,
"USC00036253","2015",,,"65.21",
"USC00036253","2016",,,"56.59",
"USC00036253","2017","79","33","52.94","64.5"
"USC00036253","2018",,,"71.35","62.8"
"USC00036253","2019",,,,
"USC00036253","2020",,,,
"USC00036253","2021",,,,
"USC00036253","2022",,,,
"USC00013251","2014","95","34","68.77","64.0"
"USC00013251","2015","90","41","73.12",
"USC00013251","2016","96","32","63.63","66.3"
"USC00013251","2017","91","42","64.54","66.6"
"USC00013251","2018","91","28","78.44","66.5"
"USC00013251","2019","95","43","47.62","66.8"
"USC00013251","2020","94","37","78.85",
"USC00013251","2021","93","46","74.47","65.2"
"USC00013251","2022","97","43","54.70","65.2"
"USC00358746","2018",,,"15.18",
"USC00358746","2020",,,"15.89",
"USC00358746","2021",,,"12.83",
"USC00344236","2014","84","30",,"59.6"
"USC00344236","2015","87","31",,"61.4"
"USC00344236","2016",,,"31.76",
"USC00344236","2017",,,,"62.6"
"USC00344236","2018",,,"53.70",
"USC00344236","2019",,,"50.72","60.8"
"USC00344236","2020","86","36",,"61.3"
"USC00344236","2021",,,,"61.6"
"USC00344236","2022","90","29",,"62.1"
"USC00106844","2016",,,,
"USC00106844","2017",,,,
"USC00106844","2018",,,,
"USC00106844","2019",,,,
"USC00106844","2020","75","33","11.23","51.0"
"USC00106844","2021",,,,
"USC00106844","2022",,,,
"USC00319675","2014","78","33","41.63","55.3"
"USC00319675","2015",,,"45.98","57.6"
"USC00319675","2016",,,"37.07","57.8"
"USC00319675","2017",,,"47.52","57.6"
"USC00319675","2018",,,"64.90","57.2"
"USC00319675","2019",,,"47.02","58.0"
"USC00319675","2020",,,"71.89",
"USC00319675","2021",,,"43.62","57.1"
"USC00319675","2022",,,"55.80","56.4"
"USC00343145","2014","83","32",,"59.3"
"USC00343145","2015","86","32","75.92","61.3"
"USC00343145","2016","88","32","38.33","62.9"
"USC00343145","2017","84","35","45.71","62.3"
"USC00343145","2018","86","29","61.76","60.9"
"USC00343145","2019",,,"49.79","60.5"
"USC00343145","2020","84","34","44.38","61.3"
"USC00343145","2021",,,,"61.1"
"USC00343145","2022","86","27",,"61.7"
"USC00347507","2014","82","29",,"58.2"
"USC00347507","2015","84","29","46.56","59.8"
"USC00347507","2016",,,"26.37","61.5"
"USC00347507","2017",,,"36.76","61.1"
"USC00347507","2018","87","28","30.31","59.1"
"USC00347507","2019","85","32",,"58.8"
"USC00347507","2020",,,,
"USC00347507","2021","85","26",,"60.0"
"USC00347507","2022",,,,"59.9"
"USC00341083","2014","82","26",,"57.6"
"USC00341083","2015","86","29",,"59.8"
"USC00341083","2016","87","26",,"61.1"
"USC00341083","2017","85","27","32.31","60.6"
"USC00341083","2018","86","24",,"58.8"
"USC00341083","2019","83","27",,"58.6"
"USC00341083","2020","83","32",,"59.3"
"USC00341083","2021","83","23",,"59.6"
"USC00341083","2022",,,,"59.8"
"USC00488160","2016",,,"17.14",
"USC00488160","2017",,,,"44.8"
"USC00488160","2018",,,,"44.0"
"USC00488160","2019",,,"16.10",
"USC00488160","2021",,,,"46.4"
"USC00488160","2022",,,,"44.4"
"USC00341404","2014","84","29",,"57.5"
"USC00341404","2015","83","29",,"58.7"
"USC00341404","2016","84","25","29.19","59.8"
"USC00341404","2017",,,"33.17","59.3"
"USC00341404","2018","84","23","29.86","58.5"
"USC00341404","2019","84","31","30.77","57.5"
"USC00341404","2020","85","33",,"58.9"
"USC00341404","2021","82","25",,"58.9"
"USC00341404","2022","88","21","17.24","59.3"
"USC00340312","2014","80","34",,"61.6"
"USC00340312","2015","84","34","74.46","63.2"
"USC00340312","2016","86","34","32.93","64.9"
"USC00340312","2017","83","35","34.93","64.5"
"USC00340312","2018","83","32","56.56","62.8"
"USC00340312","2019","82","34","43.19","62.3"
"USC00340312","2020","81","36","43.09",
"USC00340312","2021","81","33",,"63.0"
"USC00340312","2022","85","33",,"63.6"
"USC00340313","2014",,,,
"USC00340313","2015","87","35","78.13",
"USC00340313","2016","90","34","37.38",
"USC00340313","2017","87","35","30.20","64.5"
"USC00340313","2018",,,"55.62","62.9"
"USC00340313","2019",,,"50.13","62.6"
"USC00340313","2020","86","37","41.67","63.2"
"USC00340313","2021",,,,"63.1"
"USC00340313","2022",,,,"63.6"
"USC00341644","2014","83","32",,"59.7"
"USC00341644","2015","86","33","79.29","61.8"
"USC00341644","2016","87","32","42.03","63.3"
"USC00341644","2017","85","35",,"62.8"
"USC00341644","2018","86","29","61.02","61.5"
"USC00341644","2019",,,"51.57","61.4"
"USC00341644","2020",,,"54.53","61.9"
"USC00341644","2021",,,,"61.9"
"USC00341644","2022","88","31",,"62.5"
"USC00343820","2014","84","32",,"59.4"
"USC00343820","2015",,,,"61.2"
"USC00343820","2016","88","30","31.41","62.9"
"USC00343820","2017","89","33",,"62.3"
"USC00343820","2018","87","29","36.11","60.2"
"USC00343820","2019","87","31",,"60.0"
"USC00343820","2020","85","34",,"60.9"
"USC00343820","2021","85","28",,"61.3"
"USC00343820","2022",,,,"61.5"
"USC00010655","2014","82","33","53.71","58.0"
"USC00010655","2015","83","34","65.82","60.3"
"USC00010655","2016","84","29","38.27","61.8"
"USC00010655","2017","85","36","55.97","61.2"
"USC00010655","2018","83","34","61.99","60.2"
"USC00010655","2019","83","37","67.43","61.2"
"USC00010655","2020","84","36","67.73","60.6"
"USC00010655","2021","84","35","67.00","60.2"
"USC00010655","2022","84","36","53.37","60.2"
"USC00349130","2014",,,,"61.1"
"USC00349130","2015","86","33","46.38","62.4"
"USC00349130","2016","88","34","35.82","64.0"
"USC00349130","2017","87","34",,"63.4"
"USC00349130","2018","87","32","49.08","62.1"
"USC00349130","2019",,,"39.39","61.7"
"USC00349130","2020","87","36",,"62.7"
"USC00349130","2021","85","31",,"62.4"
"USC00349130","2022","89","31",,"63.0"
"USC00143527","2014","81","15","25.30","53.0"
"USC00143527","2015","82","20","19.66","56.0"
"USC00143527","2016","83","12","26.75","56.0"
"USC00143527","2017","94","18","28.12","55.3"
"USC00143527","2018","82","23","37.56","53.1"
"USC00143527","2019","82","33","30.96","52.4"
"USC00143527","2020","81","28","22.14","54.3"
"USC00143527","2021","82","28","26.50","54.8"
"USC00143527","2022","84","32","16.34","54.0"
"USC00349370","2014","83","31",,"58.6"
"USC00349370","2015","84","31",,"60.2"
"USC00349370","2016","85","29",,"61.6"
"USC00349370","2017","85","29",,"60.9"
"USC00349370","2018","85","26","37.13","59.7"
"USC00349370","2019","85","32",,"59.3"
"USC00349370","2020","84","34",,"60.0"
"USC00349370","2021","82","27",,"60.5"
"USC00349370","2022","88","28","22.46","61.1"
"USW00013968","2014",,,"29.63","59.6"
"USW00013968","2015",,,"61.80","61.8"
"USW00013968","2016",,,"28.20","63.9"
"USW00013968","2017",,,"46.04","63.0"
"USW00013968","2018",,,"34.11","61.2"
"USW00013968","2019",,,"59.59","60.9"
"USW00013968","2020",,,"47.41","61.7"
"USW00013968","2021",,,"37.47","62.2"
"USW00013968","2022",,,"33.64","61.9"
"USC00248783","2014",,,"14.94","46.4"
"USC00248783","2016",,,"10.41","47.3"
"USC00343707","2014","86","35",,"62.3"
"USC00343707","2015",,,"49.36","63.2"
"USC00343707","2016","86","35","38.56","64.5"
"USC00343707","2018","88","29","29.12",
"USC00343707","2019",,,"26.64",
"USC00343707","2020","87","37","40.11","63.1"
"USC00343707","2021",,,,"63.2"
"USC00343707","2022","88","33",,"64.0"
"USW00013967","2014",,,"28.39","60.6"
"USW00013967","2015",,,"55.07","61.8"
"USW00013967","2016",,,"26.33","63.1"
"USW00013967","2017",,,"33.67","62.0"
"USW00013967","2018",,,"45.85","59.9"
"USW00013967","2019",,,"45.35","59.6"
"USW00013967","2020",,,"38.57","60.4"
"USW00013967","2021",,,"31.62","60.6"
"USW00013967","2022",,,"26.30","61.0"
"USC00290245","2014",,,"8.92","51.0"
"USC00290245","2015",,,"17.59","51.2"
"USC00290245","2016","72","27","12.14","51.0"
"USC00290245","2017",,,"9.81","52.2"
"USC00290245","2018",,,"7.98","51.4"
"USC00290245","2019",,,"11.59","49.8"
"USC00290245","2020",,,,
"USC00290245","2021",,,"7.85",
"USC00290245","2022",,,"12.74","51.0"
"USC00095863","2014",,,"53.37","63.4"
"USC00095863","2015",,,,
"USC00095863","2016",,,"47.94","65.7"
"USC00095863","2017",,,"41.46","65.9"
"USC00095863","2018",,,"47.61","64.9"
"USC00095863","2019",,,"40.28","66.1"
"USC00095863","2020",,,"50.99","65.9"
"USC00095863","2021",,,,
"USC00405681","2014",,,,
"USC00405681","2015",,,,
"USC00405681","2016",,,"44.21",
"USC00405681","2017",,,,
"USC00405681","2018",,,"61.57",
"USC00405681","2019",,,,
"USC00405681","2020",,,"61.84",
"USC00405681","2021",,,,"59.2"
"USC00405681","2022",,,,
"USC00343277","2014",,,,
"USC00343277","2015","87","29","45.95","61.1"
"USC00343277","2016","87","32",,
"USC00343277","2017","87","29",,"61.6"
"USC00343277","2018","87","26","31.64",
"USC00343277","2019","88","33","38.02",
"USC00343277","2020","86","34",,"60.7"
"USC00343277","2021","84","27",,"60.5"
"USC00343277","2022","89","28",,
"USC00215638","2014","71","16","27.15","39.4"
"USC00215638","2015","72","8","27.94","44.5"
"USC00215638","2016","72","13","27.71","45.2"
"USC00215638","2017","71","11","29.07","43.9"
"USC00215638","2018","71","2","29.63","41.2"
"USC00215638","2019","73","17","34.99","39.4"
"USC00215638","2020",,,"17.07","43.2"
"USC00215638","2021",,,"25.70","45.3"
"USC00215638","2022",,,"22.11","41.8"
"USC00129113","2014","79","16","45.95","52.7"
"USC00129113","2015","79","20","49.03","55.7"
"USC00129113","2016","83","22","45.23","57.4"
"USC00129113","2017","80","21","38.10",
"USC00129113","2018","80","12","52.66","55.8"
"USC00129113","2019","80","24","60.39","55.8"
"USC00129113","2020","87","28","51.49","56.0"
"USC00129113","2021","86","27","46.55","56.2"
"USC00129113","2022","81","23","51.18","55.0"
"USC00185934","2014","78","28","50.18","51.6"
"USC00185934","2015","79","30","47.26","54.1"
"USC00185934","2016","79","30","46.82","54.8"
"USC00185934","2017","79","31","39.56","54.9"
"USC00185934","2018","81","29","79.38","54.0"
"USC00185934","2019","79","28","48.19","54.5"
"USC00185934","2020","80","32","46.32","55.4"
"USC00185934","2021","78","32","41.98","55.0"
"USC00185934","2022","79","26","46.24","53.9"
"USC00195984","2014",,,"50.85","48.2"
"USC00195984","2015",,,"39.36","48.6"
"USC00195984","2016",,,"37.98","50.8"
"USC00195984","2017","74","24","50.39","50.1"
"USC00195984","2018",,,"72.30","50.0"
"USC00195984","2019","75","12","58.81","49.1"
"USC00195984","2020",,,"49.93","51.4"
"USC00195984","2021",,,"57.26","51.1"
"USC00195984","2022",,,"47.94","50.7"
"USC00119354","2014",,,"36.63","49.4"
"USC00119354","2015",,,"41.76","52.7"
"USC00119354","2016",,,"35.59","54.4"
"USC00119354","2017",,,"36.09","54.6"
"USC00119354","2018",,,"44.42","52.6"
"USC00119354","2019",,,"48.64","52.4"
"USC00119354","2020",,,"51.92","53.2"
"USC00119354","2021",,,"50.99",
"USC00119354","2022",,,"37.47","52.0"
"USW00003816","2014",,,"46.84","56.9"
"USW00003816","2015",,,"59.21","58.7"
"USW00003816","2016",,,"52.52","60.3"
"USW00003816","2017",,,"46.44","60.3"
"USW00003816","2018",,,"60.65","59.1"
"USW00003816","2019",,,"70.30","59.1"
"USW00003816","2020",,,"58.31","59.3"
"USW00003816","2021",,,"49.40","59.5"
"USW00003816","2022",,,"45.12","58.7"
"USC00340684","2014","83","29",,"59.7"
"USC00340684","2016","85","28",,"62.4"
"USC00340684","2017","85","30","33.70","61.5"
"USC00340684","2018",,,"36.78","60.6"
"USC00340684","2019","85","32","37.34","59.9"
"USC00340684","2020","84","34",,"60.9"
"USC00340684","2021","81","19",,"61.0"
"USC00340684","2022","87","26","23.17",
"USC00214546","2014","73","28","27.79","42.2"
"USC00214546","2015","74","7","30.77","46.6"
"USC00214546","2016","77","23","37.81","47.5"
"USC00214546","2017","75","19","30.11","46.3"
"USC00214546","2018","73","19","38.50","42.9"
"USC00214546","2019",,,"39.86","42.0"
"USC00214546","2020","76","29","26.67","45.7"
"USC00214546","2021","78","29","24.05","46.8"
"USC00214546","2022","77","22","20.17","43.6"
"USC00235207","2014",,,,
"USC00235207","2015",,,"63.55",
"USC00235207","2016",,,"44.82",
"USC00235207","2017",,,"36.59",
"USC00235207","2018",,,,
"USC00235207","2019",,,"74.28",
"USC00235207","2020",,,,
"USC00235207","2021",,,,
"USC00235207","2022",,,,
"USC00220660","2014","90","36","54.64","61.2"
"USC00220660","2016",,,"39.78",
"USC00220660","2017",,,,
"USC00220660","2018",,,,
"USC00220660","2020",,,,
"USC00220660","2022",,,,
"USC00116753","2014",,,,"46.1"
"USC00116753","2015",,,,"49.7"
"USC00116753","2016",,,,"51.7"
"USC00116753","2018",,,,"49.2"
"USC00116753","2019",,,,"48.9"
"USC00116753","2020",,,,"51.0"
"USC00116753","2021",,,,"51.0"
"USC00116753","2022",,,,"48.9"
"USC00298535","2014","91","31","8.27","63.9"
"USC00298535","2015","91","36","12.61","63.8"
"USC00298535","2016","92","37","8.48","64.5"
"USC00298535","2017","90","39","11.65","65.2"
"USC00298535","2018","90","37","9.36","64.5"
"USC00298535","2019","90","37","8.68","63.4"
"USC00298535","2020","91","34","7.00","64.6"
"USC00298535","2021","92","33","6.44","63.9"
"USC00298535","2022","91","34","8.83","63.3"
"USC00169804","2014",,,,
"USC00169804","2015",,,"65.17",
"USC00169804","2016",,,"57.52",
"USC00169804","2017",,,,
"USC00169804","2022",,,,
"USC00303184","2014",,,"34.65","45.8"
"USC00303184","2015",,,"37.78","46.4"
"USC00303184","2016",,,"29.87","49.0"
"USC00303184","2017",,,"43.56","48.1"
"USC00303184","2018",,,"37.29","47.4"
"USC00303184","2019",,,"38.96","46.3"
"USC00303184","2020",,,"29.14","48.8"
"USC00303184","2021",,,"39.41","49.1"
"USC00303184","2022",,,"30.71","47.7"
"USC00169806","2014","81","32","57.84","63.1"
"USC00169806","2016","85","38","50.37","67.8"
"USC00169806","2017",,,"45.53",
"USC00169806","2022","82","34","62.35","65.8"
"USW00003822","2014",,,"50.58","67.5"
"USW00003822","2015",,,"47.65","68.7"
"USW00003822","2016",,,"55.46","69.1"
"USW00003822","2017",,,"53.24","69.7"
"USW00003822","2018",,,"43.05","68.6"
"USW00003822","2019",,,"51.38","69.8"
"USW00003822","2020",,,"50.34","70.4"
"USW00003822","2021",,,"49.07","67.5"
"USW00003822","2022",,,"36.90","67.7"
"USC00344250","2014","84","34",,"60.7"
"USC00344250","2015",,,,"62.0"
"USC00344250","2016","88","34",,"63.0"
"USC00344250","2017","86","34",,"62.4"
"USC00344250","2018",,,"23.91","62.2"
"USC00344250","2019","86","33","24.20","61.3"
"USC00344250","2020","86","36","16.93","62.3"
"USC00344250","2021","83","33",,"62.0"
"USC00344250","2022","88","31","15.50","63.0"
"USW00024089","2014",,,"12.15","44.9"
"USW00024089","2015",,,"13.31","47.2"
"USW00024089","2016",,,"15.59","46.7"
"USW00024089","2017",,,"14.12","46.2"
"USW00024089","2018",,,"13.13","45.5"
"USW00024089","2019",,,"14.52","43.6"
"USW00024089","2020",,,"5.82","45.7"
"USW00024089","2021",,,"14.55","46.3"
"USW00024089","2022",,,"13.39","44.5"
"USC00200135","2014",,,,
"USC00343048","2014","86","32",,
"USC00343048","2015",,,,"60.5"
"USC00343048","2016","88","29",,"61.8"
"USC00343048","2017","87","30","31.14","61.1"
"USC00343048","2018","87","28","28.50","60.0"
"USC00343048","2019","86","31",,"59.4"
"USC00343048","2020",,,,"60.2"
"USC00343048","2021","85","25",,"60.7"
"USC00343048","2022",,,"22.09","60.9"
"USC00344130","2014","84","28",,"58.6"
"USC00344130","2015","84","26",,"60.1"
"USC00344130","2016","86","29",,"61.6"
"USC00344130","2017",,,,"60.9"
"USC00344130","2018","87","23","26.69","59.8"
"USC00344130","2019","86","31",,"59.2"
"USC00344130","2020","85","33",,"60.0"
"USC00344130","2021","82","19",,"60.1"
"USC00344130","2022","87","27",,"60.5"
"USC00340338","2014","83","29",,"57.8"
"USC00340338","2015","82","27",,"59.3"
"USC00340338","2016","82","25","20.99","60.4"
"USC00340338","2017","85","28","24.68","59.5"
"USC00340338","2018","83","25",,"58.6"
"USC00340338","2019","83","31","26.11","57.7"
"USC00340338","2020","83","33",,"59.1"
"USC00340338","2021","82","28",,"59.3"
"USC00340338","2022","86","23","17.43","59.4"
"USC00347640","2014",,,,"61.7"
"USC00347640","2015","87","33","64.27","62.9"
"USC00347640","2016","89","30","35.02","64.5"
"USC00347640","2017","88","32","37.28","64.1"
"USC00347640","2018","89","31","47.70","63.1"
"USC00347640","2019",,,"30.78","62.5"
"USC00347640","2020","86","36","32.70","63.4"
"USC00347640","2021",,,,"63.2"
"USC00347640","2022",,,,"63.8"
"USC00032444","2021",,,,
"USC00032444","2022",,,,
"USW00003951","2014","88","34","38.59","63.5"
"USW00003951","2015","93","34","70.72","65.5"
"USW00003951","2016","91","36","57.41","67.0"
"USW00003951","2017","89","35","51.29","67.1"
"USW00003951","2018","94","30","64.65",
"USW00003951","2019",,,"49.08",
"USW00003951","2020",,,"61.52",
"USW00003951","2022",,,"41.21",
"USC00417677","2014",,,,
"USC00417677","2016",,,,
"USC00417677","2017",,,"28.91",
"USC00417677","2018",,,"38.17",
"USC00417677","2019",,,"25.46",
"USC00417677","2020",,,"27.15",
"USC00417677","2021",,,"39.83",
"USC00417677","2022",,,"21.90",
"USC00413992","2016",,,,
"USC00413992","2017",,,,
"USC00413992","2018",,,"41.85",
"USC00413992","2019",,,"26.33","62.6"
"USC00413992","2020",,,"28.87",
"USC00413992","2021",,,"25.17","63.0"
"USC00413992","2022",,,"16.48","64.9"
"USC00274234","2014","75","30","45.38","46.6"
"USC00274234","2015",,,"39.21","47.2"
"USC00274234","2016","77","29","33.24","49.5"
"USC00274234","2017","73","30","46.84","48.6"
"USC00274234","2018","77","28","57.54","48.4"
"USC00274234","2019","77","27","52.65","47.5"
"USC00274234","2020","76","32","43.42","49.8"
"USC00274234","2021","77","30","55.37","49.9"
"USC00274234","2022","77","22","39.85","49.7"
"USC00167738","2014","85","41","37.50","63.9"
"USC00167738","2015","87","49","65.33","66.4"
"USC00167738","2016","88","31","63.48","67.7"
"USC00167738","2017","86","55","43.48","67.5"
"USC00167738","2018","89","52","67.16","66.1"
"USC00167738","2019","86","52","44.95","68.2"
"USC00167738","2020","86","43","61.55",
"USC00167738","2021","85","50","53.56",
"USC00167738","2022",,,"47.01","65.8"
"USC00345590","2014","83","29",,"58.4"
"USC00345590","2015","86","29","42.63","60.2"
"USC00345590","2016","87","27",,"61.6"
"USC00345590","2017","87","30","35.96","61.2"
"USC00345590","2018","87","28","33.14","59.3"
"USC00345590","2019","84","29",,"59.2"
"USC00345590","2020","84","33",,"59.8"
"USC00345590","2021",,,,"60.0"
"USC00345590","2022",,,,"60.4"
"USC00036920","2014",,,"46.41","60.7"
"USC00036920","2015",,,"51.73","63.5"
"USC00036920","2016",,,"54.92","65.0"
"USC00036920","2017",,,,
"USC00036920","2018",,,"58.34","63.1"
"USC00036920","2019",,,"61.15","63.4"
"USC00036920","2020",,,"65.83","63.6"
"USC00036920","2021",,,,"63.3"
"USC00036920","2022",,,,"63.3"
"USC00381770","2014",,,"48.59","60.5"
"USC00381770","2015",,,"67.24","62.6"
"USC00381770","2016",,,"31.70","63.7"
"USC00381770","2017",,,"50.24","63.2"
"USC00381770","2018",,,"69.69","62.3"
"USC00381770","2019",,,"50.26","63.3"
"USC00381770","2020",,,"68.74","62.6"
"USC00381770","2021",,,"50.80","61.4"
"USC00381770","2022",,,"50.86","60.7"
"USC00115772","2014","77","13","41.48","46.1"
"USC00115772","2015","80","25",,"50.6"
"USC00115772","2016","81","18","37.14","52.6"
"USC00115772","2017","83","23","29.99","51.8"
"USC00115772","2018","85","24",,"49.4"
"USC00115772","2019","89","19","47.24","49.1"
"USC00115772","2020","85","25","33.80","50.7"
"USC00115772","2021","84","30","41.12","51.3"
"USC00115772","2022","82","20","29.58","49.4"
"USC00295150","2014","83","28","9.50","56.9"
"USC00295150","2015",,,,
"USC00295150","2017","85","29","10.43","57.2"
"USC00295150","2018","86","28","7.52","55.8"
"USC00295150","2019","84","28","9.13","55.7"
"USC00295150","2020","86","28","6.25","57.1"
"USC00295150","2021","86","28","6.39","56.4"
"USC00295150","2022","87","28","9.13","55.4"
"USC00106152","2014","74","32","27.23","48.4"
"USC00106152","2015","75","32","28.20","50.7"
"USC00106152","2016","69","33","30.95","48.6"
"USC00106152","2017","73","33","33.95","46.8"
"USC00106152","2018","74","32","26.82","47.0"
"USC00106152","2019","74","33","23.29","45.0"
"USC00106152","2020","71","24","28.92","47.1"
"USC00106152","2021","76","33","23.33","48.6"
"USC00106152","2022","70","32","33.48","47.1"
"USC00236791","2014","87","37","40.44",
"USC00236791","2015",,,,
"USC00236791","2016","86","35","55.94","60.4"
"USC00236791","2017",,,,
"USC00236791","2018",,,,
"USC00236791","2020",,,,
"USC00236791","2021",,,"66.17",
"USC00236791","2022",,,"55.95",
"USW00013880","2014",,,"53.02","66.9"
"USW00013880","2015",,,"74.89","67.8"
"USW00013880","2016",,,"59.67","68.4"
"USW00013880","2017",,,"52.90","68.2"
"USW00013880","2018","83","40","57.71","67.9"
"USW00013880","2019","83","44","49.47","68.0"
"USW00013880","2020","83","44","53.75","68.1"
"USW00013880","2021","82","45","58.75","66.5"
"USW00013880","2022","83","41","50.17","67.1"
"USC00098703","2014",,,"54.28","64.1"
"USC00098703","2015",,,"44.93","66.7"
"USC00098703","2016",,,"45.38","66.5"
"USC00098703","2017",,,"46.83","67.5"
"USC00098703","2018",,,,
"USC00098703","2021",,,"66.85","65.6"
"USC00098703","2022",,,,
"USC00153762","2014",,,"40.14","54.5"
"USC00153762","2015",,,"55.44","57.1"
"USC00153762","2016",,,"51.02","58.8"
"USC00153762","2017",,,"36.56","58.8"
"USC00153762","2018",,,"56.36","57.3"
"USC00153762","2019",,,"57.59","57.5"
"USC00153762","2020",,,"56.16",
"USC00153762","2021",,,"37.17","57.6"
"USC00153762","2022",,,"45.86","56.4"
"USC00403447","2014",,,"61.56","59.4"
"USC00403447","2015","83","35","50.51","62.6"
"USC00403447","2016","84","33","58.68","64.3"
"USC00403447","2017","81","40","49.91","63.8"
"USC00403447","2018",,,"66.19","62.6"
"USC00403447","2019",,,"74.27","63.1"
"USC00403447","2020","81","38","51.00","62.8"
"USC00403447","2021","83","35","54.80","61.6"
"USC00403447","2022",,,,
"USC00286055","2014","85","30","50.91","52.1"
"USC00286055","2015","79","30","39.54","54.2"
"USC00286055","2016","82","25","38.80","55.5"
"USC00286055","2017","78","32","51.37","54.8"
"USC00286055","2018","77","31","65.25","54.2"
"USC00286055","2019","82","27","56.43","54.4"
"USC00286055","2020","81","33","55.15","55.8"
"USC00286055","2021","80","31","51.91","55.5"
"USC00286055","2022","82","30","49.70","54.9"
"USC00345474","2014","84","32",,"61.4"
"USC00345474","2015","88","34","76.25","63.4"
"USC00345474","2016","88","33","36.96","64.7"
"USC00345474","2017","86","34","31.91","64.4"
"USC00345474","2018","88","31","45.63","62.8"
"USC00345474","2019","85","34","49.57","62.4"
"USC00345474","2020",,,"47.19","63.2"
"USC00345474","2021","86","32",,"63.1"
"USC00345474","2022","88","31",,"63.5"
"USC00355160","2021",,,"8.24",
"USC00085879","2014",,,"67.81","66.5"
"USC00085879","2015",,,"46.80","69.4"
"USC00085879","2016",,,"68.48","68.8"
"USC00085879","2017",,,,
"USC00293142","2014","83","23","6.12","53.9"
"USC00293142","2015",,,,
"USC00293142","2016","85","22","8.13",
"USC00293142","2017","83","29","9.21","54.9"
"USC00293142","2018","89","23","4.97","54.8"
"USC00293142","2019","87","23","8.06",
"USC00293142","2020","82","22","3.93","52.4"
